"","L1","L2","L3","L4","L5"
"KO12566","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K07224 iron uptake system component EfeO"
"KO12567","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K07230 periplasmic iron binding protein"
"KO12568","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K07238 zinc transporter, ZIP family"
"KO12569","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K07240 chromate transporter"
"KO12570","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K07241 nickel/cobalt transporter (NiCoT) family protein"
"KO12571","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K07243 high-affinity iron transporter"
"KO12572","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K07244 mgtE-like transporter"
"KO12573","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K07245 copper resistance protein D"
"KO12574","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K07267 porin"
"KO12575","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K07274 MipA family protein"
"KO12576","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K07278 translocation and assembly module TamA"
"KO12577","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K07279 autotransporter family porin"
"KO12578","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K07287 outer membrane protein assembly factor BamC"
"KO12579","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K07300 Ca2+:H+ antiporter"
"KO12580","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K07301 cation:H+ antiporter"
"KO12581","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K07311 Tat-targeted selenate reductase subunit YnfG"
"KO12582","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K07490 ferrous iron transport protein C"
"KO12583","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K07507 putative Mg2+ transporter-C (MgtC) family protein"
"KO12584","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K07552 MFS transporter, DHA1 family, multidrug resistance protein"
"KO12585","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K07630 gap junction delta-4 protein"
"KO12586","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K07791 anaerobic C4-dicarboxylate transporter DcuA"
"KO12587","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K07862 serine/threonine transporter"
"KO12588","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K08137 MFS transporter, SP family, galactose:H+ symporter"
"KO12589","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K08138 MFS transporter, SP family, xylose:H+ symportor"
"KO12590","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K08141 MFS transporter, SP family, general alpha glucoside:H+ symporter"
"KO12591","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K08142 MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 3"
"KO12592","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K08144 MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 6"
"KO12593","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K08145 MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 8"
"KO12594","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K08149 MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 12"
"KO12595","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K08150 MFS transporter, SP family, solute carrier family 2 (myo-inositol transporter), member 13"
"KO12596","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K08151 MFS transporter, DHA1 family, tetracycline resistance protein"
"KO12597","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K08153 MFS transporter, DHA1 family, multidrug resistance protein"
"KO12598","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K08154 MFS transporter, DHA1 family, 2-module integral membrane pump EmrD"
"KO12599","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K08157 MFS transporter, DHA1 family, multidrug resistance protein"
"KO12600","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K08158 MFS transporter, DHA1 family, multidrug resistance protein"
"KO12601","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K08159 MFS transporter, DHA1 family, L-arabinose/isopropyl-beta-D-thiogalactopyranoside export protein"
"KO12602","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K08160 MFS transporter, DHA1 family, multidrug/chloramphenicol efflux transport protein"
"KO12603","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K08161 MFS transporter, DHA1 family, multidrug resistance protein"
"KO12604","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K08162 MFS transporter, DHA1 family, multidrug resistance protein"
"KO12605","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K08164 MFS transporter, DHA1 family, putative efflux transporter"
"KO12606","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K08166 MFS transporter, DHA2 family, methylenomycin A resistance protein"
"KO12607","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K08167 MFS transporter, DHA2 family, multidrug resistance protein"
"KO12608","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K08168 MFS transporter, DHA2 family, metal-tetracycline-proton antiporter"
"KO12609","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K08169 MFS transporter, DHA2 family, multidrug resistance protein"
"KO12610","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K08170 MFS transporter, DHA2 family, multidrug resistance protein"
"KO12611","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K08172 MFS transporter, MHS family, shikimate and dehydroshikimate transport protein"
"KO12612","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K08173 MFS transporter, MHS family, metabolite:H+ symporter"
"KO12613","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K08174 MFS transporter, FHS family, glucose/mannose:H+ symporter"
"KO12614","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K08175 MFS transporter, FHS family, Na+ dependent glucose transporter 1"
"KO12615","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K08176 MFS transporter, PHS family, inorganic phosphate transporter"
"KO12616","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K08177 MFS transporter, OFA family, oxalate/formate antiporter"
"KO12617","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K08178 MFS transporter, SHS family, lactate transporter"
"KO12618","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K08184 MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 7"
"KO12619","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K08186 MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 9"
"KO12620","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K08188 MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 11"
"KO12621","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K08190 MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 14"
"KO12622","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K08191 MFS transporter, ACS family, hexuronate transporter"
"KO12623","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K08192 MFS transporter, ACS family, allantoate permease"
"KO12624","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K08193 MFS transporter, ACS family, solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), other"
"KO12625","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K08194 MFS transporter, ACS family, D-galactonate transporter"
"KO12626","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K08195 MFS transporter, AAHS family, 4-hydroxybenzoate transporter"
"KO12627","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K08196 MFS transporter, AAHS family, cis,cis-muconate transporter"
"KO12628","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K08197 MFS transporter, SIT family, siderophore-iron:H+ symporter"
"KO12629","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K08206 MFS transporter, OCT family, solute carrier family 22 (organic anion/cation transporter), member 9/10/19/24/25"
"KO12630","KEGG","Brite Hierarchies","Protein families: signaling and cellular processes","ko02000 Transporters","K08209 MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 13"
